titulo,tipo,ano,capa,sinopse,categoria
JoJo's Bizarre Adventure,Série,2012.0,https://image.tmdb.org/t/p/w500/2Sc0veFPh9CcHMtNqMyiQqIW9ZF.jpg,"A saga que se inicia na Inglaterra do século XIX, contando a rivalidade entre Jonathan Joestar, um jovem aristocrata, e Dio Brando, um garoto plebeu que foi acolhido pelo pai de Jonathan quando tornou-se órfão. Insatisfeito com sua posição social, a ambição insaciável e o desejo de dominação de Dio o levam a estudar os poderes sobrenaturais de uma antiga máscara asteca de pedra presente na mansão dos Joestar - um artefato que mudará para sempre o destino de Dio e das futuras gerações dos Joestar.",Ação
The Missing Piece,Série,2026.0,https://image.tmdb.org/t/p/w500/zhPRlmYHRwQW1KHkuAPGnKmZTBQ.jpg,"Após um acidente, Shen Mo perde a memória e confunde Ji Mingxuan, seu salvador, com seu namorado. Quando recupera as lembranças, esquece os seis meses que passaram juntos. Para mantê-lo ao seu lado, Ji Mingxuan propõe um contrato de amantes por três anos, mas os sentimentos entre eles podem ser mais fortes que qualquer acordo.",Romance
特立独行,Filme,2026.0,https://image.tmdb.org/t/p/w500/cyzcsp95W2Op3G5Gb8S2cPEnSc2.jpg,,Blockbusters & Fura-Bolha
Mentes Criminosas,Série,2005.0,https://image.tmdb.org/t/p/w500/trZTeHWcWDn6adkBBuSwfIhxAJn.jpg,"Um esquadrão de elite do FBI estuda as maiores mentes criminosas, antecipando seus próximos passos, antes que eles ataquem novamente. A fim de identificar as motivações dos criminosos e detê-los, cada membro da equipe usa a experiência que possui.",Blockbusters & Fura-Bolha
Grey's Anatomy,Série,2005.0,https://image.tmdb.org/t/p/w500/vrChGRs0DsoCoaeHif8PlZY637Q.jpg,"Os médicos do Grey Sloan Memorial Hospital lidam diariamente com casos e consequências de vida ou morte. É um no outro que eles encontram apoio, conforto, amizade e, às vezes, até mais que amizade... Juntos, eles descobrem o quanto a vida profissional e a pessoal podem ser complicadas e se misturarem no meio do caminho.",Terror
Fjord,Filme,2026.0,https://image.tmdb.org/t/p/w500/od5PWXCT4KhZ9ekVbnmq8kEWBjO.jpg,,Blockbusters & Fura-Bolha
Shrouding the Heavens,Série,2023.0,https://image.tmdb.org/t/p/w500/z9JNGlJ8eGy6S6SOlBhpmxjjXGT.jpg,"A história tomou os nove dragões e o caixão como uma introdução e trouxe um enorme mundo de eras primitivas. Subindo a estrada do céu e cantando canções, para ver como Ye Fan envolverá os céus.",Blockbusters & Fura-Bolha
Kaiju No. 8,Série,2024.0,https://image.tmdb.org/t/p/w500/A6JOsCdFFTxtbDnKAfE0iY6jOiE.jpg,"Com as maiores taxas de surgimento de kaijus no mundo, o Japão está acostumado a ataques de monstros mortais. É aí que entra a Força de Defesa do Japão, uma organização militar encarregada de neutralizar essas criaturas. Kafka Hibino, um trabalhador responsável pela limpeza de carcaças de kaijus, sempre sonhou em integrar a força. Mas, ao ganhar uma nova chance de realizar seu sonho de infância, ele passa por uma transformação inesperada. Como ele poderá combater os kaijus agora que se tornou um deles?!",Terror
济公之降龙除妖,Série,2026.0,https://image.tmdb.org/t/p/w500/3lhWnNt9d2jBeiYvk3QkTCvdzSY.jpg,,Blockbusters & Fura-Bolha
Young Ladies Don't Play Fighting Games,Série,2026.0,https://image.tmdb.org/t/p/w500/zGNd9CG8RKovJXD2vDAPoE8bOzm.jpg,"Mitsuki Aya tem um único objetivo na seletiva Academia Feminina Kuromi: se tornar uma jovem refinada como a impecável ""Lírio Branco"" da escola, Yorue Mio. Mas a imagem que Aya tem de Mio desmorona quando ela a flagra, por acaso, jogando… jogos de luta?! Acontece que a elegante Mio é, na verdade, uma jogadora fanática… e quer duelar com Aya! A batalha (e a amizade entre elas) começa!",Ação
La Vénus électrique,Filme,2026.0,https://image.tmdb.org/t/p/w500/AggflwFPVo6RL7HDLUVnDmJZxCC.jpg,,Blockbusters & Fura-Bolha
Dark Hollow,Filme,2026.0,https://image.tmdb.org/t/p/w500/fMbhJKv5bvVnh9HUwm1mTKmZdeZ.jpg,"Quando um monstro assustador emerge das profundezas de uma mina de carvão dos Apalaches, uma jovem mãe deve caçar a criatura para proteger sua casa e salvar sua família.",Terror
You and I Are Polar Opposites,Série,2026.0,https://image.tmdb.org/t/p/w500/lLjcMT7fwuO5fgswb2drlbFwoTJ.jpg,"Suzuki é uma garota animada e sociável, apaixonada pelo colega Yusuke Tani. O problema é que ele é o oposto completo: quieto, reservado e indiferente ao que os outros pensam. Será que Suzuki conseguirá vencer sua timidez e se declarar, ou descobrirá que os opostos realmente não se atraem?",Blockbusters & Fura-Bolha
CIA,Série,2026.0,https://image.tmdb.org/t/p/w500/8XbgWv137Umc8resTDeWh9ff7Y0.jpg,A série acompanha a parceria entre um agente do FBI e um oficial de operações da CIA que trabalham juntos em uma força-tarefa clandestina para prevenir o terrorismo doméstico em Nova York.,Terror
Harry Potter e a Pedra Filosofal,Filme,2001.0,https://image.tmdb.org/t/p/w500/4rtsbE9aQ1qw4gv7yYwaNYfWFoS.jpg,"Harry Potter é um garoto órfão que vive infeliz com seus tios, os Dursley. Em seu aniversário de 11 anos ele recebe uma carta que mudará sua vida: um convite para ingressar em Hogwarts, uma Escola de Magia e Bruxaria.",Comfort Movies
Harry Potter e a Câmara Secreta,Filme,2002.0,https://image.tmdb.org/t/p/w500/811j0Jf2D0mK1U6RxXJoZgOB29n.jpg,"De férias na casa de seus tios, Harry Potter recebe a visita de Dobby, um elfo doméstico, que veio avisá-lo para não retornar à Escola de Magia e Bruxaria de Hogwarts, pois lá correrá um grande perigo. Harry não lhe dá ouvidos e decide retornar aos estudos, enfrentando um segundo ano recheado de novidades. Uma delas é a contratação de um novo professor, Gilderoy Lockhart, um grande galã que não perde uma oportunidade de fazer marketing pessoal. Porém, o aviso de Dobby se confirma e logo toda Hogwarts está envolvida em um mistério que resulta no aparecimento de alunos petrificados.",Comfort Movies
Harry Potter e o Cálice de Fogo,Filme,2005.0,https://image.tmdb.org/t/p/w500/5oWB3hjzyECRBAjgWkmZinxl9qA.jpg,"Em seu 4º ano na Escola de Magia e Bruxaria de Hogwards, Harry Potter é misteriosamente selecionado para participar do Torneio Tribruxo, uma competição internacional em que precisará enfrentar alunos mais velhos e experientes de Hogwards e também de outras escolas de magia. Além disso a aparição da marca negra de Voldemort ao término da Copa Mundial de Quadribol põe a comunidade de bruxos em pânico, já que sinaliza que o temido bruxo está prestes a retornar.",Comfort Movies
Harry Potter e o Prisioneiro de Azkaban,Filme,2004.0,https://image.tmdb.org/t/p/w500/1HdMUghqlgOIvbsU9ZtO40IPRzl.jpg,"É o início do terceiro ano na escola de magia e bruxaria de Hogwarts. Harry, Ron e Hermione têm muito o que aprender. Mas uma ameaça ronda a escola e ela se chama Sirius Black. Após doze anos encarcerado na prisão de Azkaban, ele consegue escapar e volta para vingar seu mestre, Lord Voldemort. Para piorar, os Dementores, guardas supostamente enviados para proteger Hogwarts e seguir os passos de Black, parecem ser ameaças ainda mais perigosas.",Comfort Movies
Harry Potter e a Ordem da Fênix,Filme,2007.0,https://image.tmdb.org/t/p/w500/tIf9aUyNljda9MG1pjlOLHCZ3b0.jpg,"Lord Voldemort está de volta, mas o Ministério da Magia está fazendo tudo a seu alcance para impedir que a comunidade mundial de bruxos descubra isso – incluindo indicar a oficial do Ministério, Dolores Umbridge, como a nova professora de Defesa Contra as Artes das Trevas de Hogwarts. Quando Umbridge se recusa a ensinar a prática de mágica defensiva, Rony e Hermione convencem Harry a secretamente treinar um grupo de estudantes para a guerra de magia que está prestes a estourar.",Comfort Movies
Harry Potter: Bruxos da Confeitaria,Série,2024.0,https://image.tmdb.org/t/p/w500/sHWP4BkxDCV3oOBulGfZsLCdBro.jpg,Os padeiros criam designs de bolos inspirados nos filmes e cenários de Harry Potter em uma competição mágica que mostra suas habilidades e criatividade.,Comfort Movies
Harry Potter e o Enigma do Príncipe,Filme,2009.0,https://image.tmdb.org/t/p/w500/hTQQ5l9mxA3Rob8PTyvrNNGuj6y.jpg,"À medida que Lord Voldemort aumenta seu controle sobre o mundo Trouxa e bruxo, Hogwarts não é mais um local seguro. Harry suspeita que haja perigos dentro do castelo, mas Dumbledore está mais empenhado em prepará-lo para a batalha final que se aproxima rapidamente. Juntos, eles trabalham para encontrar a chave para desbloquear as defesas de Voldemort e, para esse fim, Dumbledore recruta seu velho amigo e colega Horácio Slughorn, que ele acredita possuir informações cruciais. Mesmo quando o confronto decisivo se aproxima, o romance floresce para Harry, Ron, Hermione e seus colegas de classe. O amor está no ar, mas o perigo está por vir e Hogwarts pode nunca mais ser a mesma.",Comfort Movies
Harry Potter e as Relíquias da Morte - Parte 2,Filme,2011.0,https://image.tmdb.org/t/p/w500/yD3VosOVW8WxPUzBDpEdzfv5pGx.jpg,"No final épico, a batalha entre as forças do bem e do mal no mundo da bruxaria toma proporções de uma guerra mundial. As apostas nunca foram tão altas e ninguém está a salvo. Mas é harry que pode ser convocado para fazer um derradeiro sacrifício, à medida que ele se aproxima cada vez mais do confronto final com Lorde Voldemort. Tudo termina aqui.",Comfort Movies
Harry Potter e as Relíquias da Morte - Parte 1,Filme,2010.0,https://image.tmdb.org/t/p/w500/67FVFOTaeBUQnimhCWpUkDawDct.jpg,"Harry, Ron e Hermione estão determinados em sua missão de descobrir e acabar com o segredo da imortalidade e do poder de destruição de Voldemort – os Horcruxes. Fugitivos e sozinhos, os três amigos devem apenas contar uns com os outros, agora mas do que nunca... Mas as Forças das Trevas no caminho ameaçam separá-los para sempre.",Comfort Movies
Harry Potter: The Official Film Podcast,Série,2026.0,https://image.tmdb.org/t/p/w500/o7ghEW1ZkTyhCUf85zeTzsWmnJS.jpg,,Comfort Movies
Comemoração de 20 anos de Harry Potter: De Volta a Hogwarts,Filme,2022.0,https://image.tmdb.org/t/p/w500/bhY813zHKJStgUwl9kfBA3WDDPS.jpg,"Uma encantadora história de making-of contada por meio de novas entrevistas em profundidade e conversas com o elenco, convidando os fãs a uma jornada mágica em primeira pessoa através de uma das franquias de filmes mais amadas de todos os tempos.",Comfort Movies
Harry Potter: O Campeonato das Casas de Hogwarts,Série,2021.0,https://image.tmdb.org/t/p/w500/93yokFX7LQQDN4IwhtZqByvtzGx.jpg,Este evento especial de quatro partes revelará fãs do mundo bruxo que estão dispostos a colocar seus conhecimentos sobre Harry Potter à prova para receber a grande honra de ser nomeado campeão da Taça das Casas.,Comfort Movies
Harry Potter: Uma História da Magia,Filme,2017.0,https://image.tmdb.org/t/p/w500/y1X20YWEyMpWcpYRwkgmTpYDFX2.jpg,"Uma emocionante jornada por lendas, crenças e folclore, este filme vai aos bastidores da Biblioteca Britânica contar essa história através de uma nova e ambiciosa exposição: Harry Potter: A History Of Magic. J.K. Rowling, que está cedendo manuscritos inéditos, desenhos e rascunhos de seus arquivos particulares (que ficarão ao lado de tesouros da Biblioteca Britânica, bem como rascunhos e desenhos originais de Jim Kay) fala sobre alguns dos itens pessoais que ela cedeu para a exposição e dá uma nova visão sobre sua escrita, olhando para alguns dos objetos da exposição que estimularam sua imaginação.",Comfort Movies
50 Greatest Harry Potter Moments,Filme,2011.0,https://image.tmdb.org/t/p/w500/g1xiBoLD6v3ZaXPa4QtuXiQeYKW.jpg,,Comfort Movies
Harry Potter: Fireplace,Filme,2022.0,https://image.tmdb.org/t/p/w500/kxMkjlxgQl9yJZUu9WV9jWSHpf9.jpg,,Comfort Movies
The Magic Touch of Harry Potter,Filme,2004.0,https://image.tmdb.org/t/p/w500/gwFARNYf1Odv3E8ESVHyikXmMIY.jpg,,Comfort Movies
Daniel Radcliffe: Being Harry Potter,Filme,2012.0,https://image.tmdb.org/t/p/w500/4keobTsQVrMS2JwE3TRod0SrYTD.jpg,,Comfort Movies
Icons Unearthed: Harry Potter,Série,2024.0,https://image.tmdb.org/t/p/w500/eHKiW3t0Awt4DKxOW2HIPqopV7Q.jpg,,Comfort Movies
Harry Potter: Witchcraft Repackaged,Filme,2001.0,https://image.tmdb.org/t/p/w500/jYDw8YYyGpTMs9O91KefxSwx4hd.jpg,,Comfort Movies
Capitã Marvel,Filme,2019.0,https://image.tmdb.org/t/p/w500/n3BisLdTMceUWcdP1ooP5VwN9JF.jpg,"Capitã Marvel, parte do exército de elite dos Kree, uma raça alienígena, encontra-se no meio de uma batalha entre seu povo e os Skrulls. Ao tentar impedir uma invasão de larga escala na Terra, em 1995, ela tem memórias recorrentes de uma outra vida, como Carol Danvers, agente da Força Aérea norte-americana. Com a ajuda de Nick Fury, Capitã Marvel precisa descobrir os segredos de seu passado e pôr um fim ao conflito intergalático com os Skrulls.",Universo Marvel (MCU)
Marvel - Demolidor,Série,2015.0,https://image.tmdb.org/t/p/w500/x7zUHG5cko4ZXQO2209Qc2aoyrc.jpg,"Cego desde pequeno, Matt Murdock luta contra a injustiça durante o dia como advogado e à noite nas ruas de Hell’s Kitchen, Nova York.",Universo Marvel (MCU)
Marvel - O Justiceiro,Série,2017.0,https://image.tmdb.org/t/p/w500/hKPDE2pDlA7dOwuf05uTFUjDxxX.jpg,"O ex-marine Frank Castle só quer punir os criminosos responsáveis pela morte da sua família, mas torna-se alvo de uma conspiração militar.",Universo Marvel (MCU)
Marvel Zumbis,Série,2025.0,https://image.tmdb.org/t/p/w500/aTgFMz0CSVCDCgq0e93X0oNT2Dp.jpg,"Depois que os Vingadores foram dominados por uma praga zumbi, um grupo desesperado de sobreviventes descobre a chave para acabar com os mortos-vivos superpoderosos, percorrendo uma paisagem distópica e arriscando a vida e os membros para salvarem seu mundo.",Universo Marvel (MCU)
Lendas da Marvel,Série,2021.0,https://image.tmdb.org/t/p/w500/5GKRz38rqy2B45fj3T4MR6sJxAm.jpg,"Revisite os heróis, vilões e momentos épicos de todo o Universo Cinematográfico Marvel em preparação para as histórias altamente esperadas que ainda estão por vir.",Universo Marvel (MCU)
Marvel Studios - Avante,Série,2021.0,https://image.tmdb.org/t/p/w500/5vka0VyfgB7xNUAdQ3dOmwBeBdQ.jpg,"Uma nova série de documentários especiais que revelará os bastidores das séries e filmes do MCU, acompanhando os cineastas, elenco e equipe, e os heróis da Marvel a cada passo do caminho.",Universo Marvel (MCU)
Ms. Marvel,Série,2022.0,https://image.tmdb.org/t/p/w500/8Rzkt43GnMyTN0srvn3Z4u7C7VU.jpg,"Kamala Khan é uma adolescente muçulmana de Jersey City. Ela adora jogar videogames e escrever fanfictions, além de ser fã de super-heróis e ter uma imaginação sem limites – especialmente quando se trata da Capitã Marvel. Kamala sente que não se encaixa na escola e, às vezes, nem mesmo em casa. Mas um dia ela descobre que tem superpoderes como os heróis que sempre admirou... e a vida fica bem melhor com superpoderes, não é?",Universo Marvel (MCU)
Marvel - Jessica Jones,Série,2015.0,https://image.tmdb.org/t/p/w500/oxnWofiE9fHOgUfs9NJa6nG6NTR.jpg,"Assombrada pelos traumas do passado, Jessica Jones usa seus poderes como detetive particular para encontrar e deter o perverso Kilgrave.",Universo Marvel (MCU)
Os Super-Heróis da Marvel,Série,1966.0,https://image.tmdb.org/t/p/w500/nkY0h3WxWWKIxrcpUJdziMV3IN3.jpg,"Esta série animada, caracterizada por uma animação extremamente limitada, apresenta cinco dos heróis superpoderosos mais populares da Marvel Comics: o Incrível Hulk, o Poderoso Thor, o Capitão América, o Homem de Ferro e o Príncipe Namor (Sub-Mariner).",Universo Marvel (MCU)
Marvel - Agente Carter,Série,2015.0,https://image.tmdb.org/t/p/w500/fpeMeA3b54TuPVSsnk03ZxlYCDF.jpg,"Depois de perder o Capitão América, amor de sua vida, Peggy Carter entra para uma sociedade de combate ao crime e recebe as mais perigosas missões.",Universo Marvel (MCU)
Inumanos da Marvel,Série,2017.0,https://image.tmdb.org/t/p/w500/6MfdrtyKKlGnG3XQgbq7x7V1YMl.jpg,"Após um golpe militar na cidade secreta de Attilan, uma família real de super-humanos liderada pelo Raio Negro é obrigada a se refugiar na Terra.",Universo Marvel (MCU)
Agentes da S.H.I.E.L.D. da Marvel,Série,2013.0,https://image.tmdb.org/t/p/w500/dzBRO3W0zFPegtGeAbfkyEfNpTC.jpg,"Agente Phil Coulson da S.H.I.E.L.D. (Superintendência Humana de Intervenção, Espionagem, Logística e Dissuasão) reúne uma equipe de agentes para investigar o novo, o estranho e o desconhecido em todo o mundo, protegendo o comum do extraordinário.",Universo Marvel (MCU)
Os Vingadores Unidos,Série,2013.0,https://image.tmdb.org/t/p/w500/tCyp6aqOhqGxg6dU0OOIPhOAAne.jpg,"Liderados pelo Homem de Ferro, os heróis mais poderosos da Marvel - Hulk, Thor, Capitão América, Gavião Arqueiro, Falcão e Viúva Negra - reúnem seus poderes para combater ameaças que nenhum herói poderia aguentar.",Universo Marvel (MCU)
Marvel - Luke Cage,Série,2016.0,https://image.tmdb.org/t/p/w500/yzM1hMB3PUJqbISX0f421b3xOjB.jpg,"Um ex-presidiário com pele indestrutível luta para limpar seu nome e salvar o bairro onde vive. Ele não queria confusão, mas a população precisava muito de um herói.",Universo Marvel (MCU)
"Fugitivos, da Marvel",Série,2017.0,https://image.tmdb.org/t/p/w500/iixkIE4sjRGmskHAgMb2tPJofZE.jpg,"Depois de descobrir um segredo terrível sobre seus pais, seis jovens de Los Angeles se unem contra eles. Agora eles precisam balancear amizade, romance e superpoderes.",Universo Marvel (MCU)
Marvel: Homem-Aranha,Série,2017.0,https://image.tmdb.org/t/p/w500/ouka0JpyCsFcYi9pijGR47nVfRK.jpg,"Um adolescente inseguro mas corajoso e inteligente chamado Peter Parker, é picado por uma aranha radioativa e recebe poderes. Ele se torna um herói chamado Homem-Aranha.",Universo Marvel (MCU)
Marvel - Guardiões da Galáxia,Série,2015.0,https://image.tmdb.org/t/p/w500/dfmZmz7tSUo0FTkSG4TW0kuxOeg.jpg,Um grupo de foragidos desajustados entram em aventuras repletas de ação para tentar trazer paz à Galáxia.,Universo Marvel (MCU)
LEGO Marvel Vingadores: Histórias Estranhas,Série,2025.0,https://image.tmdb.org/t/p/w500/abSc3vNS0ggfwlaUJ8VEJV5vaS.jpg,"Gavião Arqueiro e os Vingadores fazem salvar o mundo parecer fácil. Mas agora eles enfrentam sua maior ameaça até o momento: as redes sociais. Para salvar o mundo, uma nova equipe precisa ser recrutada para ajudar nossos heróis a lidar com um influenciador determinado a causar destruição catastrófica.",Universo Marvel (MCU)
Assassímio da Marvel,Série,2021.0,https://image.tmdb.org/t/p/w500/Acm75Xeu4QQ3KxNBV46tblBcvxn.jpg,"O clã de um macaco da neve japonês conhece um assassino preso, Bryce, e o cuida de volta à saúde. Mas quando Bryce é morto, cabe ao símio titular (guiado pelo fantasma de Bryce) seguir seus passos de assassino e buscar vingança.",Universo Marvel (MCU)
Marvel - Os Defensores,Série,2017.0,https://image.tmdb.org/t/p/w500/shjEMJJuDmEK2jII264eiOOLz7N.jpg,"Demolidor, Jessica Jones, Luke Cage e Punho de Ferro unem forças quando uma conspiração ameaça Nova York.",Universo Marvel (MCU)
Os Vingadores: The Avengers,Filme,2012.0,https://image.tmdb.org/t/p/w500/PtSapjHdDjlVcsqdEo0u7rDE6i.jpg,"Loki, o irmão de Thor, ganha acesso ao poder ilimitado do cubo cósmico ao roubá-lo de dentro das instalações da S.H.I.E.L.D. Nick Fury, o diretor desta agência internacional que mantém a paz, logo reúne os únicos super-heróis que serão capazes de defender a Terra de ameaças sem precedentes. Homem de Ferro, Capitão América, Hulk, Thor, Viúva Negra e Gavião Arqueiro formam o time dos sonhos de Fury, mas eles precisam aprender a colocar os egos de lado e agir como um grupo em prol da humanidade.",Universo Marvel (MCU)
Vingadores: Ultimato,Filme,2019.0,https://image.tmdb.org/t/p/w500/q6725aR8Zs4IwGMXzZT8aC8lh41.jpg,"Após os eventos devastadores de ""Vingadores: Guerra Infinita"", o universo está em ruínas devido aos esforços do Titã Louco, Thanos. Com a ajuda de aliados remanescentes, os Vingadores devem se reunir mais uma vez a fim de desfazer as ações de Thanos e restaurar a ordem no universo de uma vez por todas, não importando as consequências.",Universo Marvel (MCU)
Vingadores: Guerra Infinita,Filme,2018.0,https://image.tmdb.org/t/p/w500/A4kvp7vY1BDLrrQIagRCffLKj1t.jpg,"Homem de Ferro, Thor, Hulk e os Vingadores se unem para combater seu inimigo mais poderoso, o maligno Thanos. Em uma missão para coletar todas as seis pedras infinitas, Thanos planeja usá-las para infligir sua vontade maléfica sobre a realidade.",Universo Marvel (MCU)
Os Vingadores,Série,1961.0,https://image.tmdb.org/t/p/w500/7D2DosFWqmNc0vfZJPqwY5uIvsR.jpg,Um homem decide entrar para o mundo da espionagem por vingança e conta com a ajuda de sua fiel companheira para nocautear os inimigos.,Universo Marvel (MCU)
Vingadores: Era de Ultron,Filme,2015.0,https://image.tmdb.org/t/p/w500/uvzqTsRmUzk9mJVzX8cMSWMyM5l.jpg,"Ao tentar proteger o planeta de ameaças, Tony Stark constrói um sistema de inteligência artificial que cuidaria da paz mundial. O projeto acaba dando errado e gera o nascimento do Ultron. Com o destino da Terra em jogo, os Vingadores terão que se unir para mais uma vez salvar a raça humana da extinção.",Universo Marvel (MCU)
Vingadores: Guerras Secretas,Filme,2027.0,https://image.tmdb.org/t/p/w500/yEYe1GoYR5qnsTkJjlUPIpEfPl9.jpg,Futuro filme da fase 6 do Universo Cinematográfico Marvel (UCM) que marcará o final da Saga do Multiverso. Informações da história ainda não reveladas.,Universo Marvel (MCU)
The New Avengers,Série,1976.0,https://image.tmdb.org/t/p/w500/bk1J1bvfBVbvchK3RFSpHO9eXcg.jpg,,Universo Marvel (MCU)
Os Vingadores: A Série,Série,1999.0,https://image.tmdb.org/t/p/w500/4bHsmuX3ZRHfvX70FB0jkwRdPrU.jpg,"Houve um tempo em que os maiores heróis do planeta possuiam uma equipe localizada em outra parte dos EUA. Na verdade, era um outro grupo de Vingadores que patrulhavam a Zona Oeste dos Estados Unidos.",Universo Marvel (MCU)
Os Supremos: O Filme,Filme,2006.0,https://image.tmdb.org/t/p/w500/xVjMCwfchUEP4GZzpGMNMVn1kfp.jpg,"O mundo está em crise. Antigos inimigos estão prestes a atacar. Um poderoso time é recrutado e o maior herói do planeta é chamado para liderar o time: Capitão América. Infelizmente, ele ficou congelado por mais de sessenta anos depois de um acidente durante a Segunda Guerra Mundial. Inspirada na HQ de sucesso da Marvel ""Os Supremos"", esta é a extraordinária história de seis heróis que terão de superar suas diferenças e lutar juntos para salvar o mundo. Mas eles não poderiam imaginar que a maior ameaça surgiria de dentro do próprio grupo: o Incrível Hulk!",Universo Marvel (MCU)
LEGO Marvel Vingadores: Missão Demolição,Filme,2024.0,https://image.tmdb.org/t/p/w500/nylT8v3H6Amnc7UakIp8ZhIAZXj.jpg,"Um jovem aspirante a herói e fã de superheróis liberta acidentalmente um poderoso novo vilão, que deseja livrar o mundo dos Vingadores.",Universo Marvel (MCU)
Marvel Disk Wars: The Avengers,Série,2014.0,https://image.tmdb.org/t/p/w500/6wQAZaWSvBJOIIt68cqmC0KJjeE.jpg,"A História gira em torno dos Vingadores: Homem de Ferro, Capitão América, Thor, Hulk e Vespa, juntos com a ajuda do Homem-Aranha e um grupo de jovens vão aproveitar suas respectivas habilidades de luta e poderes sobre-humanos para frustrar os esquemas de Loki para dominar o mundo.

No anime será mostrado que com a criação de um dispositivo chamado “Discos”, está sendo possível capturar vilões para dentro deste dispositivo. Porem após as maquinações de Loki, tanto heróis como vilões foram capturados dentro dos Discos e espalhados pelo mundo. No meio do caos, cinco jovens recebem o poder de restaurar os heróis com o programa “Biocode” e recebem do Homem-Aranha cinco discos que ele conseguiu recuperar. Agora os jovens podem restaurar Iron-Man, Capitão America, Thor, Hulk e Vespa.",Universo Marvel (MCU)
Vingadores do Passado,Filme,2015.0,https://image.tmdb.org/t/p/w500/b6eLRanmkrffTOSL0dHVaqlvtdr.jpg,"Quando Rumpelstiltskin destrói o espelho mágico e foge para o mundo moderno, as quatro princesas de ""Once Upon a Time"" -Cinderella, Bela Adormecida, Branca de Neve, Rapunzel e-são sugados através do portal também. Bem treinado e dotado de poderes mágicos, as quatro mulheres devem lutar Rumpelstiltskin e seu exército de escravos antes que ele escraviza todos na Terra.",Universo Marvel (MCU)
Bikini Avengers,Filme,2015.0,https://image.tmdb.org/t/p/w500/ehTYWuPKwl8sXPX0I6LnvJUDaVl.jpg,,Universo Marvel (MCU)
LEGO Marvel Vingadores: Código Vermelho,Filme,2023.0,https://image.tmdb.org/t/p/w500/bhs2CZWqoee3JFMvSZd1Vg7HLfL.jpg,"Os Vingadores se reúnem para comemorar sua última vitória, mas a comemoração é rapidamente interrompida pelo misterioso desaparecimento do pai da Viúva Negra, o Guardião Vermelho.  À medida que os Vingadores investigam, eles descobrem que o Guardião Vermelho não é o único desaparecido quando encontram um novo inimigo perigoso, muito diferente de tudo que já encontraram antes.",Universo Marvel (MCU)
Os Vingadores: Os Super-Heróis Mais Poderosos da Terra,Série,2010.0,https://image.tmdb.org/t/p/w500/iiYtIM23iBJoN79meqIUapdZKwX.jpg,"Os vilões mais poderosos do planeta escapam das prisões. Porém, nenhum dos super-heróis consegue detê-los sem ajuda, nem mesmo a S.H.I.E.L.D. Os Vingadores então se juntam para combater o mal, e descobrem que em grupo são mais fortes.",Universo Marvel (MCU)
LGBT Experience,Filme,2018.0,https://image.tmdb.org/t/p/w500/mz4ZiRfNaIcTcygNoFKMukamQIQ.jpg,,Cinema Sáfico & LGBT+
LGBT United,Filme,2015.0,https://image.tmdb.org/t/p/w500/pzMhIRvbkgKTZqrhX5w6Vf5qt24.jpg,,Cinema Sáfico & LGBT+
LGBT Terrorists,Filme,2023.0,https://image.tmdb.org/t/p/w500/qhIKfMvZOHXeBi0Z7WX8aAW8qOU.jpg,,Terror
The B in LGBT,Filme,2023.0,,,Cinema Sáfico & LGBT+
Preserving LGBT History,Filme,2016.0,https://image.tmdb.org/t/p/w500/c47EfCLchS4Nhq4o4IcZc1vy4Zo.jpg,,Cinema Sáfico & LGBT+
INTERVIEWING LGBT HIGH SCHOOLERS,Filme,2016.0,,,Cinema Sáfico & LGBT+
Save LGBT in Russia,Filme,2019.0,https://image.tmdb.org/t/p/w500/sSwjkUKqrqqGawGVPPVhtcuK1co.jpg,,Cinema Sáfico & LGBT+
PIPER - LGBT Short Film,Filme,,,,Cinema Sáfico & LGBT+
Poshida: Hidden LGBT Pakistan,Filme,2016.0,https://image.tmdb.org/t/p/w500/haS6TsLrATW0eJRzpQyWSADGo0U.jpg,,Cinema Sáfico & LGBT+
LGBT - A Legal Battle,Filme,2026.0,https://image.tmdb.org/t/p/w500/pwn2BbShh2Sy2Atwi31Xb6qSfrC.jpg,,Cinema Sáfico & LGBT+
LGBT Tu neesi viens,Filme,2020.0,https://image.tmdb.org/t/p/w500/957Gq5QsXbM4qKku0lf5aNnlfdp.jpg,,Cinema Sáfico & LGBT+
La purge LGBT : La sombre histoire,Filme,2023.0,https://image.tmdb.org/t/p/w500/1loaC84bZbs2W6vtwdbFQ45xcOp.jpg,,Cinema Sáfico & LGBT+
LGBT Seniors Tell Their Stories,Filme,2013.0,,,Cinema Sáfico & LGBT+
Brave Spaces: Perspectives on Faith and LGBT Justice,Filme,2015.0,https://image.tmdb.org/t/p/w500/zF1MxKyWKM4q742IOcBueJf0G5l.jpg,,Cinema Sáfico & LGBT+
Elder-care for LGBT,Filme,2019.0,https://image.tmdb.org/t/p/w500/pQSK5QezzHUfrKUgRI69VzUA3u7.jpg,,Cinema Sáfico & LGBT+
"LGBT LOVE, FREEDOM be Ourselves",Filme,2025.0,https://image.tmdb.org/t/p/w500/6cmvFFdbzkW7XFnGiGoJY2qQMTU.jpg,,Cinema Sáfico & LGBT+
See Me - LGBT Equality Alliance,Filme,,https://image.tmdb.org/t/p/w500/i30mVwX6o7g7f2rLpfwbTUpFufv.jpg,,Cinema Sáfico & LGBT+
